Entry	Entry name	Organism ID
Q9VYY9	EVI5_DROME	7227
Q9V8K2	EXOC3_DROME	7227
Q07436	EXPA_DROME	7227
Q9V3B4	FADD_DROME	7227
Q9U405	GRAU_DROME	7227
Q9VUW9	HIP14_DROME	7227
P08510	KCNAS_DROME	7227
P16621	LAR_DROME	7227
Q24342	FNG_DROME	7227
O18640	GBLP_DROME	7227
Q08012	GRAP_DROME	7227
Q9VFC8	GYS_DROME	7227
Q9VAS7	INX3_DROME	7227
Q04652	KELC_DROME	7227
Q24451	MAN2_DROME	7227
O18330	MRJP1_APIME	7460
Q9VLQ1	ALG5_DROME	7227
Q8INF0	GCY8E_DROME	7227
Q9VMY9	GUAD_DROME	7227
Q02748	IF4A_DROME	7227
Q9VVL1	IR75A_DROME	7227
Q9VT51	INSL2_DROME	7227
P18289	JRA_DROME	7227
Q24247	ITA1_DROME	7227
P46863	KL61_DROME	7227
O16011	MBL_DROME	7227
Q24564	MERH_DROME	7227
Q9VV72	MINP1_DROME	7227
Q9VER6	MODSP_DROME	7227
P09775	AST8_DROME	7227
P51140	DSH_DROME	7227
P13055	E75BB_DROME	7227
Q9VQQ9	EXOC2_DROME	7227
P48423	GAP1_DROME	7227
Q9VHT4	FUCT1_DROME	7227
P23625	GNAQ_DROME	7227
A1Z6E0	GUS_DROME	7227
Q7K3L1	MARS_DROME	7227
A1Z9X0	APKC_DROME	7227
P17672	E75BA_DROME	7227
Q23985	DTX_DROME	7227
Q9W0A0	DRPR_DROME	7227
Q95RJ9	EBI_DROME	7227
P42124	EZ_DROME	7227
Q9VYS4	GLD2B_DROME	7227
Q8IRI6	GTR1_DROME	7227
Q9VHH9	JHD1_DROME	7227
P15215	LAMC1_DROME	7227
P42283	LOLA1_DROME	7227
Q9VW47	MED12_DROME	7227
Q9VNS0	MAEL_DROME	7227
Q7K1U0	ARC1_DROME	7227
Q8MRC9	GALT9_DROME	7227
Q07171	GELS_DROME	7227
P20432	GSTD1_DROME	7227
Q960V3	MILT_DROME	7227
Q26263	DPN_DROME	7227
Q9VQZ6	ELP3_DROME	7227
Q01070	ESMC_DROME	7227
Q6WV19	GALT2_DROME	7227
Q27913	GBP_MYTSE	271217
B4PN49	HH_DROYA	7245
Q8MLZ7	IDGF3_DROME	7227
P16905	KAPR1_DROME	7227
Q9VMJ7	KDM5_DROME	7227
P05130	KPC1_DROME	7227
P36193	DROS_DROME	7227
P25726	EST5B_DROPS	46245
P34082	FAS2_DROME	7227
Q6WV17	GALT5_DROME	7227
Q9W596	FUTSC_DROME	7227
P14003	HAIR_DROME	7227
P55162	HEM_DROME	7227
Q9VHS8	IF4A3_DROME	7227
P12080	ITA2_DROME	7227
Q9VFK6	KMT5A_DROME	7227
P08928	LAM0_DROME	7227
Q9V8M5	3HIDH_DROME	7227
P67786	AKH_ROMMI	7007
B4J613	AKTP1_DROGR	7222
Q28YD9	AKTP2_DROPS	46245
Q25010	ACT3A_HELAM	29058
P86555	ALLTR_PYRAP	37000
P01500	APAM_APIME	7460
P41841	ALL5_CALVO	27454
B3NP10	ANM7_DROER	7220
Q9MFP7	ATP8_COLHO	115425
P14570	ATP8_LOCMI	7004
Q9VNH1	BN3D2_DROME	7227
P02849	BAR1_CHITE	7153
Q06343	BJSB2_TRINI	7111
Q9VVR9	C12C1_DROME	7227
Q9VYD1	C1716_DROME	7227
P26742	BXB8_BOMMO	7091
P33719	BXA2_SAMCY	7127
O09209	BXRA_AGRCO	55055
Q27017	B1_TENMO	7067
B4LVS8	CARM1_DROVI	7244
P14664	CEC4_MANSE	7130
P17111	CH36_DROVI	7244
P08826	CHA1_BOMMO	7091
Q24278	CNGA_DROME	7227
Q17N71	CLU_AEDAE	7159
P67807	A70A_DROSI	7240
Q9VIP7	ACASE_DROME	7227
A1ZBR5	AKTP2_DROME	7227
B0M3C0	AKH_STRNA	1041429
P91615	ADHR_DROME	7227
Q9NAR7	ADH_BACOL	104688
P23278	ADH_DROSL	47010
P07162	ADH_DROMA	7226
P10981	ACT5_DROME	7227
P83833	AMYA_DROYA	7245
Q7QIL2	ANM7_ANOGA	7165
B4H8J5	ASNA_DROPE	7234
Q5JCK5	ATP6_AEDAL	7160
P82711	C6A19_DROME	7227
Q16VW9	CCD22_AEDAE	7159
Q7PZ96	CCD22_ANOGA	7165
Q7KR10	CCD1D_DROME	7227
P50724	CECA_TRINI	7111
P24512	CH16_DROVI	7244
P07184	CH18_DROME	7227
P07183	CH38_DROME	7227
Q9VIS1	CDGAP_DROME	7227
P25721	ADH_DROMY	7268
B3A0B4	AKH_AUSRA	253137
Q07588	ADH_DROIM	7250
P18829	AKH1_SCHGR	7010
Q8MR45	ASPG1_DROME	7227
Q26307	ANA_DROME	7227
B4JND4	ATBP_DROGR	7222
P81495	AMPM_BOMMO	7091
B4P1R6	ASNA_DROYA	7245
Q9VXT7	ASGL1_DROME	7227
Q9VZD2	BN3D3_DROME	7227
O96363	BGBP_HYPCU	39466
Q9VZE6	BRX1_DROME	7227
Q9VXH6	CANC_DROME	7227
Q7KT91	C3390_DROME	7227
Q8I1C8	CCD22_DROPS	46245
O46054	C4AE1_DROME	7227
O16829	CECC_DROME	7227
P01509	CECB_ANTPE	7119
Q24276	CDC37_DROME	7227
B4K5X8	CISD2_DROMO	7230
B4QHS6	AKTP1_DROSI	7240
B0M2U5	AKH_NAMOO	409167
P37473	ADH_DROPE	7234
Q27238	ADT1_ANOGA	7165
Q9VAC5	ADA17_DROME	7227
P41839	ALL1_CALVO	27454
O18344	AMYR_DROAN	7217
Q295V5	ARMET_DROPS	46245
P50269	ATP6_DROSI	7240
W8GNV3	B11A_TETBN	219812
Q17196	BXB11_BOMMO	7091
B4KT51	CALYP_DROMO	7230
Q9V770	C6A17_DROME	7227
Q9V5L3	C49A1_DROME	7227
B4NKI9	CARM1_DROWI	7260
B3P773	CAV_DROER	7220
Q9VMS7	C4AC3_DROME	7227
Q9VNE7	C42ES_DROME	7227
Q9VLZ7	C4D21_DROME	7227
P14662	CEC2_MANSE	7130
Q3T905	CBPB_HELZE	7113
P14663	CEC3_MANSE	7130
P67791	CECB_DROSE	7238
P84225	CECC_DROTE	7243
P50723	CE3G_HYPCU	39466
P41573	6PGD_DROSI	7240
P16909	18C_DROME	7227
Q10715	ACE_HAEIX	34678
Q70UN9	ADH1_CERCO	194917
O16808	ACT_MAYDE	39758
P84185	ACT5C_ANOGA	7165
B3A075	AKH_KARBI	253133
P81471	APL3_DIAGR	61289
P45888	ARP2_DROME	7227
Q9B6H6	ATP6_RHOPD	40932
P01513	ATTE_HYACE	7123
Q24407	ATP5J_DROME	7227
Q76DI2	BGBP_TENMO	7067
P85873	BRK_POLMJ	91420
Q7M3T2	BRK_VESXA	7448
P07493	BOL2_BOMPE	28643
B4J9K1	BOP1_DROGR	7222
P26738	BXB4_BOMMO	7091
P26732	BXA9_BOMMO	7091
P26728	BXA5_BOMMO	7091
P33718	BXA1_SAMCY	7127
Q961J5	BALAT_DROME	7227
P43514	CHA5_LYMDI	13123
P67806	A70A_DROMA	7226
P53354	AMY1_AEDAE	7159
O18420	AMYR_DROSU	7241
Q9NJN7	AMYR_DROVA	30050
Q9VPF0	ATK_DROME	7227
Q00276	ATP8_APILI	7469
P55924	BCD_DROSU	7241
P0DM71	BRK2_PROEX	91439
P0DL32	BRKF_CYPDO	246266
Q17LZ2	BOP1_AEDAE	7159
Q9VE01	C12A5_DROME	7227
Q9VRP9	BRE1_DROME	7227
Q9V8M2	C12B2_DROME	7227
P26731	BXA8_BOMMO	7091
P91896	BXF1_BOMMO	7091
B4LQ24	CALYP_DROVI	7244
B4PVH6	CARM1_DROYA	7245
Q8SXX4	CAPON_DROME	7227
Q8I145	CCD22_DROWI	7260
Q9VYT8	C28C1_DROME	7227
P23236	ADH1_DROHY	7224
B3EWL8	ALLA4_DELRA	30064
P21663	ANDP_DROME	7227
Q8WSV0	ANDP_DROOR	7233
O77012	AMYR_DROEC	42063
B4JWL5	ANM7_DROGR	7222
Q27018	B2_TENMO	7067
P85315	BURS_CULPP	38569
Q25452	CAC1M_MUSDO	7370
P29413	CALR_DROME	7227
Q9VR99	CATIN_DROME	7227
B4PKZ7	CAV_DROYA	7245
Q9W011	C4D20_DROME	7227
Q5BI42	CAHD1_DROME	7227
Q963B0	CECA2_AEDAL	7160
P24511	CH16_DROSU	7241
P01510	CECD_HYACE	7123
P84020	CECC_DROSE	7238
P50721	CE3E_HYPCU	39466
P08825	CHA2_BOMMO	7091
Q9VAI1	CIA30_DROME	7227
B4LJT7	CIAO1_DROVI	7244
P05687	CHHA2_BOMMO	7091
O96570	A37C_DROLE	7225
Q9VSA3	ACADM_DROME	7227
B4NWM2	AKTP1_DROYA	7245
Q9VK50	ACXE_DROME	7227
P49871	ACT_MANSE	7130
P07836	ACT1_BOMMO	7091
B3A0H0	AKH_PRAMA	409170
P86712	ALL1_LIPBO	185214
O77248	APL3_SPOLT	69820
O76284	AMYR_DROBC	74549
Q03168	ASPP_AEDAE	7159
P84345	ATP8_DROME	7227
B4P528	BOP1_DROYA	7245
B4KQU8	BOP1_DROMO	7230
P26735	BXC2_BOMMO	7091
P0DSI6	B15A_TETBN	219812
A1Z8J0	C19L1_DROME	7227
P0DSI4	B13A_TETBN	219812
P26737	BXB3_BOMMO	7091
P83757	CACT_DROYA	7245
P27398	CAND_DROME	7227
B4P6P6	CALYP_DROYA	7245
P01507	CECA_HYACE	7123
O16053	CDV3_DROYA	7245
P17110	CH36_CERCA	7213
P07186	CH19_DROME	7227
P50602	CHA8_LYMDI	13123
Q1HR36	1433Z_AEDAE	7159
P09478	ACH1_DROME	7227
P23237	ADH2_DROHY	7224
P04829	ACT3_BOMMO	7091
B4M7J1	ATBP_DROVI	7244
Q9NJP0	AMYR_DROEL	30023
P83451	ASPG_ASOTA	58720
B4LKS9	BOP1_DROVI	7244
P84118	BURS_PERAM	6978
P15410	BXC1_BOMMO	7091
P51406	BYS_DROME	7227
Q9V774	C6A21_DROME	7227
P82712	CCD1P_DROME	7227
Q9VMT5	C28D1_DROME	7227
B4HGK2	CAV_DROSE	7238
Q29NC4	CBPA1_DROPS	46245
P84019	CECC_DROMA	7226
Q86PR4	CECB2_CULPP	38569
Q02638	CEBP_DROVI	7244
P27581	ADH2_DROAR	7263
Q03383	ACH1_BOMMO	7091
P16548	A95EF_DROME	7227
Q9NG40	ADH_DROIN	46792
Q9VUR3	AIMP2_DROME	7227
Q00671	ADH_DROMM	7270
B4PAP8	AKTP2_DROYA	7245
Q86GC9	ACES_CULTO	42433
P84242	AKH_PACMA	7058
P18153	ALL2_AEDAE	7159
P85822	ALL1_RHOPR	13249
P45890	ARP6_DROME	7227
Q24266	BTD_DROME	7227
M9MRD5	B9D2_DROME	7227
B4GIU9	BOP1_DROPE	7234
B4HN85	BOP1_DROSE	7238
P82116	BCN92_DROSU	7241
Q24214	CANB2_DROME	7227
Q29B63	CARM1_DROPS	46245
O02350	CBPA1_ANOGA	7165
P81688	CECA1_DROSE	7238
P83415	CECC_HELVI	7102
Q2LZ58	CHRB_DROPS	46245
Q16YG0	CDC42_AEDAE	7159
P83414	CECB_HELVI	7102
Q963A8	CECC2_AEDAL	7160
Q9VXN4	SYRC_DROME	7227
C0HJX5	TAL2A_DROME	7227
B4QWH9	TMEDE_DROSI	7240
Q24331	TID_DROVI	7244
Q9W440	THEM6_DROME	7227
B4I9N7	TRMB_DROSE	7238
Q9NHP7	TF2B_DROVI	7244
Q9VTM5	TFB1M_DROME	7227
P86585	TRP4_ONCFA	7536
B4II56	TOTB_DROSE	7238
B4R1Q4	TOTA1_DROSI	7240
B4GAP7	TRET1_DROPE	7234
B4LPX5	TRET1_DROVI	7244
P0CF05	TX4B_DINAS	609289
B0WU24	UFL1_CULQU	7176
A8DYH2	UFM1_DROME	7227
P82217	UP19_BOMMO	7091
P85260	UP02_LONON	304329
P82218	UP20_BOMMO	7091
B4PIW8	UBP36_DROYA	7245
P35787	VA5_VESVI	30215
C9WMM5	VCP_APIME	7460
P84915	VP13A_POLPI	291283
O46037	VINC_DROME	7227
Q25531	VA0D_MANSE	7130
P35780	VA5_POLFU	30207
P85875	WPPM3_POLMJ	91420
P85874	WPMM2_POLMJ	91420
Q29KQ0	WDR12_DROPS	46245
B0W8M5	WUHO_CULQU	7176
B4M4W4	WDR55_DROVI	7244
B4N984	WDR55_DROWI	7260
B3M1G0	WDR55_DROAN	7217
B4GIJ0	WDR48_DROPE	7234
Q9VX88	WAC_DROME	7227
B3MPC0	ZGPAT_DROAN	7217
Q56FG9	RS3A_LYSTE	77504
Q0E8C8	SP77B_DROME	7227
B4Q9T2	SMG8_DROSI	7240
Q95085	SODC_DROOB	7282
Q9VCA9	SPCS3_DROME	7227
Q9U1G3	SNMP1_HELVI	7102
E0W3E3	SNMP1_PEDHC	121224
Q7PRA4	TTC30_ANOGA	7165
Q03019	TWINE_DROME	7227
B4JV25	UFL1_DROGR	7222
Q9V6U8	UBA3_DROME	7227
D1GY43	UBA5_DROAN	7217
B4M357	UBA5_DROVI	7244
B4M9F7	ZGPAT_DROVI	7244
Q9VA00	ZWILC_DROME	7227
P24489	SRX22_SARPE	7386
Q28YX9	U605_DROPS	46245
B4R3W7	U729_DROSI	7240
P54630	TRYZ_DROER	7220
O77286	U239_DROME	7227
B4GEL3	UFL1_DROPE	7234
Q9Y115	UN93L_DROME	7227
Q9VK07	UVRAG_DROME	7227
B4R6G1	UBE2S_DROSI	7240
Q9U5N1	VATC_MANSE	7130
P82425	WTX1C_NEOGO	118888
Q17BB0	WDR12_AEDAE	7159
Q9VRX2	VPS8_DROME	7227
Q8T088	WDR55_DROME	7227
Q9VLC0	VPS54_DROME	7227
Q9W4K2	Y3556_DROME	7227
A1A708	Y4951_DROME	7227
Q9VHF2	PTER_DROME	7227
B4P5Q9	PTK7_DROYA	7245
B3NCH1	QTRT2_DROER	7220
Q9VSZ6	QTRT2_DROME	7227
B0WAN0	QTRT2_CULQU	7176
Q2F5J3	PYM_BOMMO	7091
P85744	PVK1_PRIVA	1661849
Q9XTL9	PYG_DROME	7227
P86645	PVK2_BISPU	765342
P83926	PVK2_RHYMA	36963
Q02427	RBP1_DROME	7227
Q94913	REG5_DROME	7227
Q7QJM5	RL18_ANOGA	7165
Q9VZS5	RL28_DROME	7227
P04359	RL32_DROME	7227
Q9V597	RL31_DROME	7227
O76732	RL7A_ANOGA	7165
Q9VGN9	RLP24_DROME	7227
Q9U762	RS6_AEDAL	7160
Q962S0	RS7_SPOFR	7108
Q7Q5D4	S35B3_ANOGA	7165
Q29FS3	RTEL1_DROPS	46245
B4PZB4	RTEL1_DROYA	7245
P50245	SAHH3_DROME	7227
Q7YWA8	SECP_VESVN	202809
C1JE15	SCLXB_HELVI	7102
Q00725	SGS4_DROME	7227
Q9VIQ9	SICK_DROME	7227
B4GH42	SMG8_DROPE	7234
Q9GPH7	SNMP1_MANSE	7130
P85683	SK1_MASDA	13139
E5EZW6	SNMP1_OSTNU	29057
P22293	SUS_DROME	7227
O18405	SURF4_DROME	7227
B4H3U8	SWS_DROPE	7234
Q7KV22	STEL6_DROME	7227
Q07965	SRYA_DROSU	7241
B4PYW0	T23O_DROYA	7245
B4MSH7	T23O_DROWI	7260
Q36424	NU4M_LOCMI	7004
P34170	OBP2_BOMMO	7091
Q27288	OBP2_HELVI	7102
Q9NGB4	OSA_DROYA	7245
Q9I7H9	OGFD1_DROME	7227
Q29E01	OPI10_DROPS	46245
P20797	PBP_ANTPO	7120
P0CH47	PA1_VESMG	202807
B3MUX9	PESC_DROAN	7217
Q70PR8	PGPSD_DROSI	7240
O76454	PHS_DROME	7227
P85864	PPK_SCHGR	7010
P84421	PPK6_SHELA	36981
B0M3B7	PPK2_STRNA	1041429
P85730	PPK5_PERSR	348760
P81765	POI_MUSDO	7370
P20825	POL2_DROME	7227
P84389	PLYB2_POLPI	291283
Q05118	PO23_POPJA	7064
Q9VAF7	PR99C_DROME	7227
P85635	PVK1_GROGR	521511
Q23989	QUAI_DROME	7227
P83922	PVK1_NAUCI	6990
B3A059	PVK1_KARBI	253133
P85701	PVK1_PERAU	36975
P85673	PVK2_LUCVE	521514
P85780	PVK3_SUPLO	83902
P85668	PVK3_LUCSU	406666
P83927	PVK2_NAUCI	6990
P85600	PVK2_DIPPU	6984
P86672	PVK2_TARBI	761653
P85740	PVK3_POLAY	7085
P35600	RFC1_DROME	7227
Q9VQ37	RIM2_DROME	7227
Q9VF89	RM09_DROME	7227
Q291A0	RM41_DROPS	46245
Q7Q3I6	RRF2M_ANOGA	7165
B3P8M3	RRF2M_DROER	7220
Q9VDG2	RLIP_DROME	7227
Q962Q5	RS25_SPOFR	7108
Q9GT45	RS26_ANOGA	7165
O76927	RS21_DROME	7227
P41973	SODC_DROWI	7260
B4GMC9	SNMP1_DROPE	7234
B4MHR1	SOSCA_DROWI	7260
E2AJ76	SNPF_CAMFO	104421
B4QZV5	SOTI_DROSI	7240
Q9W145	STRT1_DROME	7227
Q9VX10	SRX_DROME	7227
Q05319	STUB_DROME	7227
P61857	TBB2_DROME	7227
P52273	TBA_BOMMO	7091
Q9U5W9	TAF10_DROME	7227
Q9VH20	TAF1B_DROME	7227
Q9VF81	TMTC4_DROME	7227
Q8SXY6	TMEDA_DROME	7227
B4PUM2	PTER_DROYA	7245
P84659	PVK1_DERVE	344692
P86651	PVK1_EPICH	267161
B4QC63	PTK7_DROSI	7240
Q2M197	PYRG_DROPS	46245
P37362	PYRRH_PYRAP	37000
B4GAN3	QVR_DROPE	7234
B4HNI3	QVR_DROSE	7238
P85723	PVK1_PERSS	348759
P86675	PVK1_TARBI	761653
P85581	PVK2_DERCR	344972
P85541	PVK3_BANRO	344686
B3A0J5	PVK2_PACBA	1041430
P85654	PVK2_LAXSS	348757
P35421	PUR4_DROME	7227
Q9VUN3	RANL_DROME	7227
Q962Y8	RL18_SPOFR	7108
Q9W5R8	RL5_DROME	7227
Q6XHX5	RS11_DROYA	7245
Q16QY8	RUMI_AEDAE	7159
Q29AU6	RUMI_DROPS	46245
Q86SC0	SCAB_ORYRH	72550
C0HKV8	SIFA_AGRIP	56364
Q16NZ8	SCC4_AEDAE	7159
B4JE52	SMG8_DROGR	7222
B4QSF0	SPAST_DROSI	7240
O02351	SNMP1_ANTPO	7120
B4MXH8	SOSCB_DROWI	7260
B4IKJ4	SNMP1_DROSE	7238
B4K8J8	SPC25_DROMO	7230
P85712	SK1_PERBR	36976
P85631	SK1_EUBSB	521510
P85743	SK1_POLAY	7085
Q8IMP6	SPT2_DROME	7227
Q7KV19	STEL5_DROME	7227
B4K4G5	TMEDA_DROMO	7230
B4HJV5	TMEDE_DROSE	7238
Q9W2D6	TIM10_DROME	7227
Q9VTN3	TIM13_DROME	7227
Q8IN78	TIM22_DROME	7227
P29052	TF2B_DROME	7227
P86580	TRP6_NEZVI	85310
P81733	TRP2_RHYMA	36963
B4II57	TOTC_DROSE	7238
B4HNS1	TRE12_DROSE	7238
A8J4S9	TREA_APIME	7460
B4G8N3	U518_DROPE	7234
P86646	PVK1_CHRSK	765341
B3MFC2	QVR_DROAN	7217
P86676	PVK1_MANRE	7507
P86678	PVK1_POLAI	444978
P84353	PVK2_SARBU	7385
Q9VKB9	RBGPR_DROME	7227
P48555	RALA_DROME	7227
P83832	RAS1_DROMA	7226
O76190	RL5_BOMMO	7091
Q7PYH1	RM33_ANOGA	7165
O44252	ROST_DROME	7227
P80455	RS12_DROME	7227
B4NHI4	RS3A_DROWI	7260
P41042	RS4_DROME	7227
Q9V784	SAM50_DROME	7227
Q5UAP4	RSSA_BOMMO	7091
P83740	SC5A6_DROME	7227
P21328	RTJK_DROME	7227
Q7JXF7	SEELE_DROME	7227
Q9VBV5	SIL1_DROME	7227
Q8IN35	SIFAR_DROME	7227
P85544	SK1_BANRO	344686
P86444	SNPF_LOCMI	7004
P85671	SK1_LUCSU	406666
B4NYV0	SRRT_DROYA	7245
B5DX45	SUR8_DROPS	46245
P40688	SWA_DROME	7227
Q295T3	TACHY_DROPS	46245
P25161	PSMD3_DROME	7227
Q29AP0	PTC71_DROPS	46245
Q27601	PUR1_DROME	7227
P84439	PVK21_SHELA	36981
P85605	PVK2_ELLSS	348767
P83921	PVK1_RHYMA	36963
P86647	PVK2_CHRSK	765341
P85667	PVK2_LUCSU	406666
P85577	PVK2_CYRPO	344688
P84657	PVK1_PERVR	344690
P85637	PVK3_GROGR	521511
B3NAN8	RAD54_DROER	7220
Q16KN5	RETM_AEDAE	7159
O76206	RIFK_DROME	7227
Q86BY9	RIG_DROME	7227
P55841	RL14_DROME	7227
P84323	RL32_DROPS	46245
Q9VMU4	RL37A_DROME	7227
Q9W1U6	RL372_DROME	7227
Q7Q0U1	RL38_ANOGA	7165
Q4GX86	RL38_TIMBA	79517
Q6XIR2	RS21_DROYA	7245
Q9W237	RS16_DROME	7227
B4JZG4	RS21_DROGR	7222
Q962R1	RS18_SPOFR	7108
O76757	SAHH_ANOGA	7165
Q95087	SODC_DROPB	46244
Q9U4X4	SODC_DROER	7220
Q9VE17	RU1C_DROME	7227
P85613	SK1_ERGCA	76901
Q64EV9	SPC25_DROLT	51159
Q9VEB5	SRR1L_DROME	7227
P85665	SK1_LUCGR	521513
B4II37	SRRT_DROSE	7238
Q9VQS7	SOB_DROME	7227
Q9VVH9	SO74D_DROME	7227
Q8MSU4	SYMPK_DROME	7227
Q95095	SODC_DROTO	7259
P56587	TERT_APIME	7460
P49847	TAF6_DROME	7227
A3RLR0	TAL3A_DROME	7227
